Steps,p_-8,p_-7,p_-6,p_-5,p_-4,p_-3,p_-2,p_-1,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
0,28992,28800,28672,29120,33792,33536,34176,33728,62592,65408,65472,65408,65408,65472,65408
0,29312,29056,29504,29568,33664,33792,33600,34176,62656,65472,65472,65472,65472,65408,65408
0,28992,28992,28928,28800,33984,33600,33792,34240,62464,65408,65408,65472,65472,65472,65408
0,29376,29056,28800,28800,33728,33792,33792,33920,62528,65472,65344,65472,65472,65408,65472
0,29056,28864,29056,28992,33728,33792,33920,33920,62912,65472,65472,65472,65408,65408,65472
0,29056,28992,29248,28992,33600,34304,34112,33664,62592,65472,65472,65472,65472,65472,65408
0,29440,28800,29056,29056,33792,33920,33728,33984,62592,65472,65472,65472,65472,65408,65472
0,28992,29504,28864,29056,33792,33664,34048,33920,62592,65472,65472,65472,65472,65472,65408
0,28992,29568,29056,29248,33856,34112,34048,33664,62976,65472,65472,65472,65408,65472,65472
0,29056,29056,28992,28864,33664,33664,33728,33984,62592,65472,65408,65472,65472,65408,65408
1,31296,31552,31744,31808,29056,29440,28800,29184,35200,40064,47616,60160,65344,65280,65344
1,31808,31680,31424,32256,29376,28992,29504,28928,34752,39936,48000,60160,65280,65344,65280
1,32064,31680,32256,31808,29440,29376,28928,28864,35008,39808,47680,60032,65280,65408,65344
1,31424,31680,31552,31936,29568,29248,29184,29056,35200,39936,47680,60160,65344,65280,65344
1,32128,31680,31616,31744,28736,28992,29312,28928,35648,39680,47744,60160,65280,65344,65408
1,32000,31808,32256,31680,28992,28928,28928,29312,35072,40064,47680,60160,65280,65280,65280
1,31808,32320,31552,32320,28992,28992,29504,29312,35776,40256,47744,60288,65472,65280,65344
1,31808,32320,31744,31744,29056,29184,28992,28992,35136,40064,47680,60224,65344,65344,65344
1,31872,31744,31872,31808,28864,29056,29376,28928,35392,40128,47744,60160,65280,65280,65280
1,31744,31808,32000,31872,29120,29120,29056,28992,35328,40128,47552,60480,65280,65280,65344
2,65088,65280,65344,65280,53632,53888,53760,53696,32064,29632,28928,29696,28864,30080,33344
2,65472,65344,65408,65280,54144,53696,53696,53760,32064,30528,29440,29952,29440,30208,33152
2,65408,65408,65280,65472,53696,53696,53632,53696,32064,29952,29504,30016,29504,30272,33280
2,65344,65408,65472,65344,53952,53696,53632,53568,32064,30400,29120,29568,28992,29952,33216
2,65280,65472,65472,65408,53888,54080,53696,53696,32000,29696,29504,29696,29312,29696,33152
2,65280,65472,65408,65344,53696,53824,53760,53888,32192,30144,29504,29696,29184,30272,33344
2,65472,65408,65408,65408,53696,53760,53696,53824,32256,29952,29184,29824,28992,29888,33536
2,65408,65408,65472,65472,53696,53632,54016,54208,31936,29888,29120,29952,28992,30272,33344
2,65408,65472,65408,65344,54208,53824,53632,54016,32128,29824,28992,29504,29248,30400,33472
2,65472,65408,65408,65408,54144,54080,53568,53696,32000,29952,29248,29696,29440,30208,33152
3,65472,65472,65408,65472,65408,65472,65472,65472,65408,63296,59712,54656,50176,44608,36864
3,65472,65472,65344,65472,65472,65472,65408,65344,65408,63232,59392,54912,50688,45056,36736
3,65472,65472,65472,65472,65344,65472,65472,65472,65344,63296,59392,54528,50112,44800,36608
3,65472,65408,65344,65472,65472,65472,65472,65344,65472,63680,59328,54528,50368,44800,37248
3,65408,65472,65472,65408,65408,65472,65472,65472,65472,63552,59840,54528,50304,44736,36672
3,65472,65472,65472,65472,65408,65472,65472,65472,65408,63360,59328,54592,50112,44544,36608
3,65408,65472,65472,65472,65408,65408,65472,65472,65408,63232,59392,54656,50304,44800,36672
3,65408,65472,65472,65408,65472,65472,65472,65408,65472,63296,59264,54464,50496,44736,37120
3,65408,65408,65472,65472,65472,65472,65472,65472,65280,63168,59840,54464,50368,44992,36736
3,65472,65472,65472,65408,65472,65472,65344,65472,65280,63296,59392,54528,50240,44800,36864
