Steps,p_-8,p_-7,p_-6,p_-5,p_-4,p_-3,p_-2,p_-1,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
0,28544,28288,28288,28480,33152,32960,32896,33536,63104,65408,65344,65344,65472,65408,65472
0,28288,28160,28992,28608,33152,33152,33344,33152,63104,65344,65344,65472,65408,65408,65472
0,29184,28480,28416,28544,33088,32896,33344,33344,63040,65152,65280,65344,65472,65408,65344
0,28544,28160,28672,28736,32960,33088,33152,32832,63424,65280,65344,65472,65472,65472,65408
0,28288,28480,28672,28288,32960,33664,33088,33472,63104,65280,65280,65408,65472,65408,65472
0,28672,28864,28736,28800,33024,33216,33216,33152,63296,65472,65472,65408,65472,65408,65472
0,28288,28736,28352,28480,33216,33088,33024,33472,63488,65344,65280,65472,65472,65472,65472
0,28352,28928,28608,28928,33472,33472,33152,33088,63104,65344,65344,65408,65472,65472,65472
0,28544,29056,28672,28544,33280,33088,33152,33536,63552,65280,65280,65472,65472,65472,65472
0,28480,28480,28352,29056,33216,33600,33088,33152,63040,65408,65472,65472,65408,65472,65472
1,47040,47488,47616,47488,30976,30912,30848,31040,28800,30656,32896,36480,41344,51712,61760
1,47424,47488,48000,47424,30848,30912,31168,30720,29120,30528,32896,36736,40960,51712,61888
1,47488,47360,47744,47360,30784,30848,31168,31104,29312,30528,32832,36160,41216,51648,62272
1,47552,47488,47872,47360,30656,31424,30784,30784,29568,31168,33088,36416,41664,51584,61888
1,47616,47360,47424,47424,30912,30528,30912,30912,29184,31040,33408,36992,41344,52160,61888
1,47488,47680,47552,47488,31104,30720,31040,31296,29568,30656,32768,36608,41472,52032,61696
1,47936,47744,47552,47424,30912,30656,31104,30976,29760,31104,33024,36608,41280,51840,61824
1,47936,47424,47552,47488,30784,30976,30912,30720,29248,30656,33280,36416,41664,51968,61888
1,47936,47424,48000,47360,31232,30912,30976,31168,29184,30848,32832,36608,41216,52096,61760
1,48128,47488,47552,47552,30976,30976,30976,30720,29184,30528,32768,36736,41472,51712,61824
2,65408,65280,65280,65408,53824,53568,53952,53504,31232,29696,28736,28736,29120,30336,33024
2,65344,65280,65472,65472,54080,53504,53504,54016,31552,29440,28544,28608,28992,30016,32704
2,65280,65344,65408,65408,53696,53952,53504,53440,31936,29824,28608,28608,29376,30272,32704
2,65408,65408,65408,65408,53632,54016,53632,53632,32000,29376,28928,28992,29120,30336,32512
2,65280,65408,65344,65408,53696,53632,53440,53632,31680,29632,28800,29120,28864,30464,32384
2,65280,65344,65472,65472,53632,53824,53952,53952,31424,29696,28608,28928,29376,30976,33280
2,65280,65408,65280,65408,53568,53568,53568,53632,31424,29760,28928,28928,29056,30464,32704
2,65472,65344,65472,65408,53632,53568,53952,54080,31488,30144,28864,28864,29440,30080,32576
2,65408,65472,65408,65408,53504,54080,53632,53696,31616,29632,28736,28736,28800,30528,32576
2,65280,65408,65472,65408,53696,53504,53632,53696,31232,29696,28672,28800,29248,30656,32832
3,65344,65472,65472,65472,65472,65472,65408,65472,60608,55872,51520,45952,39104,32832,30720
3,65472,65472,65472,65408,65472,65472,65472,65408,60608,56064,51712,46592,39936,32832,30528
3,65408,65408,65472,65472,65408,65472,65472,65472,60672,55936,52096,46016,39296,33152,30464
3,65472,65472,65472,65408,65472,65472,65408,65344,60480,56000,51456,46144,39296,33088,30464
3,65472,65472,65472,65472,65472,65472,65472,65472,60352,55872,52032,46592,39616,33344,30336
3,65344,65408,65472,65408,65408,65408,65408,65472,60288,56448,51584,46080,39168,33024,30592
3,65472,65344,65472,65408,65472,65344,65472,65408,60352,56064,51520,46080,39104,32768,30400
3,65408,65472,65472,65472,65472,65408,65472,65472,60416,56064,51776,45952,39232,33088,30528
3,65472,65408,65408,65408,65472,65344,65408,65344,60544,55936,51520,46336,39680,33344,30784
3,65472,65472,65408,65472,65408,65472,65472,65408,60928,56064,51584,45888,39360,33024,30400
